File,BRONO-FBG-9-30_SpanReduzido.csv,
Date/Time,21-12-14/07:06,

Center Wavelength,1555,nm
Span Wavelength,30,nm
Start Wavelength,1540,nm
Stop Wavelength,1570,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.467,nm
VBW,100,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,C
Start,1540,nm
Stop,1570,nm
1540.000000,1.0850E-009
1540.060000,1.8950E-009
1540.120000,1.3180E-009
1540.180000,4.4820E-010
1540.240000,1.5210E-009
1540.300000,5.2610E-010
1540.360000,1.5400E-009
1540.420000,8.4910E-010
1540.480000,5.9760E-010
1540.540000,1.2220E-009
1540.600000,1.1880E-009
1540.660000,1.5970E-010
1540.720000,1.5970E-010
1540.780000,2.2200E-009
1540.840000,3.1560E-010
1540.900000,-3.3730E-010
1540.960000,2.0820E-010
1541.020000,-1.3660E-010
1541.080000,1.1140E-009
1541.140000,2.1480E-009
1541.200000,1.8030E-009
1541.260000,2.1700E-009
1541.320000,2.3630E-009
1541.380000,2.3080E-009
1541.440000,6.3310E-010
1541.500000,2.3010E-010
1541.560000,7.7380E-010
1541.620000,2.5790E-009
1541.680000,7.5460E-010
1541.740000,1.5400E-009
1541.800000,1.5420E-009
1541.860000,2.0390E-009
1541.920000,1.8110E-009
1541.980000,2.4980E-009
1542.040000,1.3290E-009
1542.100000,2.8260E-009
1542.160000,1.9230E-009
1542.220000,4.2140E-010
1542.280000,1.3960E-009
1542.340000,1.8480E-009
1542.400000,2.0650E-009
1542.460000,8.9370E-010
1542.520000,1.0330E-009
1542.580000,1.3770E-009
1542.640000,1.8040E-009
1542.700000,8.3600E-010
1542.760000,1.2050E-009
1542.820000,9.7820E-010
1542.880000,1.7500E-009
1542.940000,3.2100E-009
1543.000000,3.3220E-010
1543.060000,6.6510E-010
1543.120000,1.0370E-009
1543.180000,1.7900E-009
1543.240000,2.1240E-009
1543.300000,1.3200E-009
1543.360000,2.0500E-009
1543.420000,1.1460E-009
1543.480000,6.6860E-010
1543.540000,1.7680E-009
1543.600000,1.8020E-009
1543.660000,9.7580E-010
1543.720000,1.8430E-009
1543.780000,2.0090E-009
1543.840000,5.7550E-010
1543.900000,1.5870E-009
1543.960000,1.0870E-009
1544.020000,2.4670E-009
1544.080000,3.2670E-009
1544.140000,1.7640E-009
1544.200000,1.5980E-009
1544.260000,1.8120E-009
1544.320000,1.4500E-009
1544.380000,2.2790E-009
1544.440000,1.0620E-009
1544.500000,1.7360E-009
1544.560000,2.5660E-009
1544.620000,2.9230E-009
1544.680000,2.4070E-009
1544.740000,2.0620E-009
1544.800000,2.2120E-009
1544.860000,1.4240E-009
1544.920000,1.5040E-009
1544.980000,2.0620E-009
1545.040000,3.0160E-009
1545.100000,1.0830E-009
1545.160000,2.7210E-009
1545.220000,1.1710E-009
1545.280000,3.2020E-009
1545.340000,2.1780E-009
1545.400000,2.5140E-009
1545.460000,3.2670E-009
1545.520000,2.0520E-009
1545.580000,2.6500E-009
1545.640000,2.9830E-009
1545.700000,2.7520E-009
1545.760000,2.7660E-009
1545.820000,1.8360E-009
1545.880000,3.1340E-009
1545.940000,1.4690E-009
1546.000000,2.5030E-009
1546.060000,3.4840E-009
1546.120000,4.2300E-009
1546.180000,3.3590E-009
1546.240000,3.8690E-009
1546.300000,5.0320E-009
1546.360000,5.4160E-009
1546.420000,4.3850E-009
1546.480000,4.6800E-009
1546.540000,3.3280E-009
1546.600000,3.3360E-009
1546.660000,3.7180E-009
1546.720000,4.7310E-009
1546.780000,4.3370E-009
1546.840000,3.4800E-009
1546.900000,2.9670E-009
1546.960000,3.4330E-009
1547.020000,3.2620E-009
1547.080000,2.6830E-009
1547.140000,3.6760E-009
1547.200000,3.5790E-009
1547.260000,2.2430E-009
1547.320000,4.2100E-009
1547.380000,5.7210E-009
1547.440000,7.5210E-009
1547.500000,8.3150E-009
1547.560000,9.7700E-009
1547.620000,9.4420E-009
1547.680000,1.1690E-008
1547.740000,1.1630E-008
1547.800000,1.4470E-008
1547.860000,1.7500E-008
1547.920000,2.0970E-008
1547.980000,2.5710E-008
1548.040000,3.6150E-008
1548.100000,3.9570E-008
1548.160000,4.9490E-008
1548.220000,5.2010E-008
1548.280000,5.1910E-008
1548.340000,4.8560E-008
1548.400000,4.3150E-008
1548.460000,3.9230E-008
1548.520000,3.1940E-008
1548.580000,2.5590E-008
1548.640000,2.3970E-008
1548.700000,2.3890E-008
1548.760000,2.1010E-008
1548.820000,3.0530E-008
1548.880000,3.5100E-008
1548.940000,3.7930E-008
1549.000000,4.6180E-008
1549.060000,5.3740E-008
1549.120000,5.5440E-008
1549.180000,5.5270E-008
1549.240000,6.0630E-008
1549.300000,5.7610E-008
1549.360000,5.1030E-008
1549.420000,4.6720E-008
1549.480000,3.6610E-008
1549.540000,2.9720E-008
1549.600000,2.6900E-008
1549.660000,1.6240E-008
1549.720000,1.2670E-008
1549.780000,1.0310E-008
1549.840000,1.2210E-008
1549.900000,1.5120E-008
1549.960000,1.7950E-008
1550.020000,2.7870E-008
1550.080000,3.8930E-008
1550.140000,5.1070E-008
1550.200000,7.6210E-008
1550.260000,9.6080E-008
1550.320000,1.1590E-007
1550.380000,1.3570E-007
1550.440000,1.4470E-007
1550.500000,1.3990E-007
1550.560000,1.3630E-007
1550.620000,1.2010E-007
1550.680000,1.0370E-007
1550.740000,9.3760E-008
1550.800000,9.9060E-008
1550.860000,1.2160E-007
1550.920000,1.6150E-007
1550.980000,2.4150E-007
1551.040000,3.1950E-007
1551.100000,3.9250E-007
1551.160000,4.6470E-007
1551.220000,5.1580E-007
1551.280000,5.3220E-007
1551.340000,5.1790E-007
1551.400000,4.8690E-007
1551.460000,4.1260E-007
1551.520000,3.3800E-007
1551.580000,2.6390E-007
1551.640000,1.9200E-007
1551.700000,1.5610E-007
1551.760000,1.5300E-007
1551.820000,1.9400E-007
1551.880000,2.8290E-007
1551.940000,4.1620E-007
1552.000000,5.8420E-007
1552.060000,7.8730E-007
1552.120000,1.0010E-006
1552.180000,1.2180E-006
1552.240000,1.4160E-006
1552.300000,1.5930E-006
1552.360000,1.7350E-006
1552.420000,1.8340E-006
1552.480000,1.8820E-006
1552.540000,1.8830E-006
1552.600000,1.8390E-006
1552.660000,1.7500E-006
1552.720000,1.6220E-006
1552.780000,1.4700E-006
1552.840000,1.2980E-006
1552.900000,1.1180E-006
1552.960000,9.4410E-007
1553.020000,7.6940E-007
1553.080000,5.9760E-007
1553.140000,4.5370E-007
1553.200000,3.2930E-007
1553.260000,2.3230E-007
1553.320000,1.5900E-007
1553.380000,1.2100E-007
1553.440000,9.2360E-008
1553.500000,9.4630E-008
1553.560000,1.0670E-007
1553.620000,1.4290E-007
1553.680000,1.7470E-007
1553.740000,2.0630E-007
1553.800000,2.2470E-007
1553.860000,2.2740E-007
1553.920000,2.2130E-007
1553.980000,2.0700E-007
1554.040000,1.8280E-007
1554.100000,1.4930E-007
1554.160000,1.2220E-007
1554.220000,9.5600E-008
1554.280000,7.1620E-008
1554.340000,5.5650E-008
1554.400000,4.1630E-008
1554.460000,3.6370E-008
1554.520000,3.3990E-008
1554.580000,3.4900E-008
1554.640000,3.9800E-008
1554.700000,4.3940E-008
1554.760000,5.1260E-008
1554.820000,5.5840E-008
1554.880000,5.9890E-008
1554.940000,5.4870E-008
1555.000000,5.2210E-008
1555.060000,5.1560E-008
1555.120000,4.4820E-008
1555.180000,3.8000E-008
1555.240000,3.2670E-008
1555.300000,2.8050E-008
1555.360000,1.8010E-008
1555.420000,1.4160E-008
1555.480000,1.1990E-008
1555.540000,8.3430E-009
1555.600000,7.0170E-009
1555.660000,8.5290E-009
1555.720000,9.6390E-009
1555.780000,9.8160E-009
1555.840000,1.0990E-008
1555.900000,1.3270E-008
1555.960000,1.2210E-008
1556.020000,1.3490E-008
1556.080000,1.5170E-008
1556.140000,1.4190E-008
1556.200000,1.4900E-008
1556.260000,1.5820E-008
1556.320000,1.3150E-008
1556.380000,1.1550E-008
1556.440000,1.0380E-008
1556.500000,8.6920E-009
1556.560000,8.3010E-009
1556.620000,6.9070E-009
1556.680000,6.3350E-009
1556.740000,5.2820E-009
1556.800000,6.7380E-009
1556.860000,6.8130E-009
1556.920000,4.8460E-009
1556.980000,6.3640E-009
1557.040000,8.6190E-009
1557.100000,5.6520E-009
1557.160000,6.6000E-009
1557.220000,6.5400E-009
1557.280000,7.3960E-009
1557.340000,5.1930E-009
1557.400000,7.6110E-009
1557.460000,6.7600E-009
1557.520000,7.7030E-009
1557.580000,5.9550E-009
1557.640000,7.1480E-009
1557.700000,6.2610E-009
1557.760000,6.3350E-009
1557.820000,5.1340E-009
1557.880000,5.7940E-009
1557.940000,7.5370E-009
1558.000000,7.5170E-009
1558.060000,5.6060E-009
1558.120000,8.1520E-009
1558.180000,6.8800E-009
1558.240000,8.0200E-009
1558.300000,7.6910E-009
1558.360000,7.0500E-009
1558.420000,8.1280E-009
1558.480000,8.0700E-009
1558.540000,6.7810E-009
1558.600000,7.5850E-009
1558.660000,7.5930E-009
1558.720000,8.0200E-009
1558.780000,6.5700E-009
1558.840000,7.5940E-009
1558.900000,8.6840E-009
1558.960000,6.4240E-009
1559.020000,7.6920E-009
1559.080000,7.5020E-009
1559.140000,8.7310E-009
1559.200000,8.7080E-009
1559.260000,9.0520E-009
1559.320000,8.9320E-009
1559.380000,7.1290E-009
1559.440000,8.4260E-009
1559.500000,6.6420E-009
1559.560000,6.5420E-009
1559.620000,9.2790E-009
1559.680000,9.2900E-009
1559.740000,8.3690E-009
1559.800000,7.9710E-009
1559.860000,8.5840E-009
1559.920000,6.5030E-009
1559.980000,7.6700E-009
1560.040000,6.8920E-009
1560.100000,5.7180E-009
1560.160000,7.7790E-009
1560.220000,6.5270E-009
1560.280000,6.1410E-009
1560.340000,5.1680E-009
1560.400000,7.5780E-009
1560.460000,5.6120E-009
1560.520000,7.3210E-009
1560.580000,7.7700E-009
1560.640000,4.9340E-009
1560.700000,6.4750E-009
1560.760000,6.7070E-009
1560.820000,8.2170E-009
1560.880000,6.8280E-009
1560.940000,6.6130E-009
1561.000000,7.2980E-009
1561.060000,7.6980E-009
1561.120000,7.1660E-009
1561.180000,6.9980E-009
1561.240000,7.7400E-009
1561.300000,8.0540E-009
1561.360000,6.7990E-009
1561.420000,8.0180E-009
1561.480000,7.9490E-009
1561.540000,7.1480E-009
1561.600000,8.4110E-009
1561.660000,7.4260E-009
1561.720000,9.3590E-009
1561.780000,8.2560E-009
1561.840000,7.3500E-009
1561.900000,8.9450E-009
1561.960000,7.1820E-009
1562.020000,8.0460E-009
1562.080000,7.4450E-009
1562.140000,9.5700E-009
1562.200000,8.1670E-009
1562.260000,7.2740E-009
1562.320000,7.0920E-009
1562.380000,8.3810E-009
1562.440000,7.5970E-009
1562.500000,6.3210E-009
1562.560000,6.8680E-009
1562.620000,7.1680E-009
1562.680000,7.6910E-009
1562.740000,7.8630E-009
1562.800000,8.8390E-009
1562.860000,7.8950E-009
1562.920000,8.2290E-009
1562.980000,7.3170E-009
1563.040000,9.0310E-009
1563.100000,8.4100E-009
1563.160000,7.6560E-009
1563.220000,9.5290E-009
1563.280000,8.2930E-009
1563.340000,9.0040E-009
1563.400000,9.2820E-009
1563.460000,9.4270E-009
1563.520000,8.8020E-009
1563.580000,8.8410E-009
1563.640000,9.2070E-009
1563.700000,9.0270E-009
1563.760000,9.7660E-009
1563.820000,9.3620E-009
1563.880000,8.7510E-009
1563.940000,9.5720E-009
1564.000000,8.1310E-009
1564.060000,9.3140E-009
1564.120000,8.9300E-009
1564.180000,9.1310E-009
1564.240000,9.0300E-009
1564.300000,8.3110E-009
1564.360000,8.6280E-009
1564.420000,9.3640E-009
1564.480000,8.8060E-009
1564.540000,7.7690E-009
1564.600000,9.3390E-009
1564.660000,8.4430E-009
1564.720000,9.9030E-009
1564.780000,9.6490E-009
1564.840000,9.0940E-009
1564.900000,1.0600E-008
1564.960000,8.6370E-009
1565.020000,1.0320E-008
1565.080000,9.7600E-009
1565.140000,8.9390E-009
1565.200000,8.2400E-009
1565.260000,9.4950E-009
1565.320000,1.0120E-008
1565.380000,9.1540E-009
1565.440000,8.8360E-009
1565.500000,7.8120E-009
1565.560000,9.5810E-009
1565.620000,9.4540E-009
1565.680000,9.9220E-009
1565.740000,1.1270E-008
1565.800000,7.6500E-009
1565.860000,9.0010E-009
1565.920000,1.0610E-008
1565.980000,8.6400E-009
1566.040000,1.0130E-008
1566.100000,8.2710E-009
1566.160000,9.5120E-009
1566.220000,1.0030E-008
1566.280000,9.5780E-009
1566.340000,9.8250E-009
1566.400000,1.0160E-008
1566.460000,9.9410E-009
1566.520000,9.6780E-009
1566.580000,1.0160E-008
1566.640000,1.0320E-008
1566.700000,9.5000E-009
1566.760000,1.0080E-008
1566.820000,9.8760E-009
1566.880000,9.9580E-009
1566.940000,1.0650E-008
1567.000000,1.1050E-008
1567.060000,1.0880E-008
1567.120000,1.1000E-008
1567.180000,1.1870E-008
1567.240000,1.2040E-008
1567.300000,1.0870E-008
1567.360000,1.1020E-008
1567.420000,1.1390E-008
1567.480000,1.2440E-008
1567.540000,1.0360E-008
1567.600000,1.2600E-008
1567.660000,1.1790E-008
1567.720000,1.1000E-008
1567.780000,1.2720E-008
1567.840000,1.2190E-008
1567.900000,1.2990E-008
1567.960000,1.1950E-008
1568.020000,1.0980E-008
1568.080000,1.1350E-008
1568.140000,1.1290E-008
1568.200000,1.1780E-008
1568.260000,1.1430E-008
1568.320000,1.0290E-008
1568.380000,1.1690E-008
1568.440000,1.2740E-008
1568.500000,1.2510E-008
1568.560000,1.0430E-008
1568.620000,1.0440E-008
1568.680000,1.1540E-008
1568.740000,1.1860E-008
1568.800000,1.2750E-008
1568.860000,1.1110E-008
1568.920000,1.1310E-008
1568.980000,1.2820E-008
1569.040000,1.1650E-008
1569.100000,1.1220E-008
1569.160000,1.1190E-008
1569.220000,1.0500E-008
1569.280000,1.1410E-008
1569.340000,9.7720E-009
1569.400000,1.1350E-008
1569.460000,1.0370E-008
1569.520000,1.0650E-008
1569.580000,1.0380E-008
1569.640000,1.0270E-008
1569.700000,1.2020E-008
1569.760000,1.2380E-008
1569.820000,1.1940E-008
1569.880000,1.2300E-008
1569.940000,1.2550E-008
1570.000000,1.2300E-008
