File,BRONO-FBG-9-10_SpanReduzido.csv,
Date/Time,21-12-14/07:09,

Center Wavelength,1555,nm
Span Wavelength,30,nm
Start Wavelength,1540,nm
Stop Wavelength,1570,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.467,nm
VBW,100,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,C
Start,1540,nm
Stop,1570,nm
1540.000000,3.7920E-010
1540.060000,7.0620E-010
1540.120000,1.4100E-009
1540.180000,1.3540E-009
1540.240000,3.1180E-009
1540.300000,-2.3350E-010
1540.360000,1.0680E-009
1540.420000,2.3340E-009
1540.480000,2.2470E-010
1540.540000,7.9300E-010
1540.600000,1.5060E-009
1540.660000,4.3440E-010
1540.720000,1.5090E-009
1540.780000,1.0340E-009
1540.840000,1.7210E-009
1540.900000,1.6170E-009
1540.960000,1.6720E-009
1541.020000,1.8660E-009
1541.080000,9.1640E-010
1541.140000,2.4990E-009
1541.200000,1.7690E-009
1541.260000,1.0740E-009
1541.320000,-1.8540E-010
1541.380000,1.4150E-009
1541.440000,1.2820E-009
1541.500000,1.5810E-009
1541.560000,5.8710E-010
1541.620000,1.1230E-009
1541.680000,7.7250E-010
1541.740000,3.8500E-010
1541.800000,1.0340E-009
1541.860000,1.5900E-009
1541.920000,1.6060E-009
1541.980000,5.0680E-010
1542.040000,2.1180E-009
1542.100000,7.8340E-010
1542.160000,1.1290E-009
1542.220000,1.8620E-009
1542.280000,2.6630E-009
1542.340000,2.1530E-009
1542.400000,1.8530E-009
1542.460000,2.3210E-009
1542.520000,1.0640E-009
1542.580000,1.1880E-009
1542.640000,1.3440E-009
1542.700000,1.7380E-009
1542.760000,2.2990E-009
1542.820000,1.6940E-009
1542.880000,7.9420E-010
1542.940000,2.1240E-010
1543.000000,5.9250E-010
1543.060000,5.9810E-010
1543.120000,1.3920E-009
1543.180000,2.1780E-009
1543.240000,1.6060E-009
1543.300000,2.8920E-009
1543.360000,1.9560E-009
1543.420000,2.1720E-009
1543.480000,9.5050E-010
1543.540000,2.2670E-009
1543.600000,2.5050E-009
1543.660000,2.0250E-009
1543.720000,9.5200E-010
1543.780000,1.9480E-009
1543.840000,2.4030E-009
1543.900000,9.3400E-010
1543.960000,2.0670E-009
1544.020000,1.5880E-009
1544.080000,2.5280E-009
1544.140000,1.1740E-009
1544.200000,2.1390E-009
1544.260000,1.6830E-009
1544.320000,1.8490E-009
1544.380000,2.6710E-009
1544.440000,2.6200E-009
1544.500000,2.4790E-009
1544.560000,1.8140E-009
1544.620000,2.0660E-009
1544.680000,3.6480E-010
1544.740000,6.5820E-010
1544.800000,2.2790E-009
1544.860000,1.5610E-009
1544.920000,2.4540E-011
1544.980000,1.1520E-009
1545.040000,2.5880E-009
1545.100000,2.8740E-009
1545.160000,1.9260E-009
1545.220000,2.1200E-009
1545.280000,2.2930E-009
1545.340000,1.3200E-009
1545.400000,3.1540E-009
1545.460000,7.4260E-010
1545.520000,1.8390E-009
1545.580000,8.0640E-010
1545.640000,2.9590E-009
1545.700000,1.2430E-009
1545.760000,1.8290E-009
1545.820000,2.7740E-009
1545.880000,1.3990E-009
1545.940000,7.0600E-010
1546.000000,3.0400E-009
1546.060000,2.4140E-009
1546.120000,2.5050E-009
1546.180000,3.2320E-009
1546.240000,2.4420E-009
1546.300000,2.4070E-009
1546.360000,2.6890E-009
1546.420000,1.1460E-009
1546.480000,1.6160E-009
1546.540000,2.2550E-009
1546.600000,2.3570E-009
1546.660000,3.0780E-009
1546.720000,3.8680E-009
1546.780000,1.9080E-009
1546.840000,3.4720E-009
1546.900000,3.6040E-009
1546.960000,4.7820E-009
1547.020000,3.7570E-009
1547.080000,2.5080E-009
1547.140000,4.6420E-009
1547.200000,2.1480E-009
1547.260000,3.1030E-009
1547.320000,3.7120E-009
1547.380000,2.9960E-009
1547.440000,3.1240E-009
1547.500000,4.4170E-009
1547.560000,2.5210E-009
1547.620000,3.4630E-009
1547.680000,3.1210E-009
1547.740000,3.9920E-009
1547.800000,4.9350E-009
1547.860000,3.8000E-009
1547.920000,7.5560E-009
1547.980000,5.6610E-009
1548.040000,6.7250E-009
1548.100000,4.9580E-009
1548.160000,4.4680E-009
1548.220000,6.5660E-009
1548.280000,5.6050E-009
1548.340000,5.2530E-009
1548.400000,4.0110E-009
1548.460000,3.7680E-009
1548.520000,3.0770E-009
1548.580000,2.5060E-009
1548.640000,3.0460E-009
1548.700000,2.0510E-009
1548.760000,2.5040E-009
1548.820000,3.0310E-009
1548.880000,3.7510E-009
1548.940000,3.9100E-009
1549.000000,8.1120E-009
1549.060000,7.7710E-009
1549.120000,1.0790E-008
1549.180000,1.1050E-008
1549.240000,1.1580E-008
1549.300000,1.1560E-008
1549.360000,1.4850E-008
1549.420000,1.5510E-008
1549.480000,2.1060E-008
1549.540000,2.7940E-008
1549.600000,3.5060E-008
1549.660000,4.2280E-008
1549.720000,5.1370E-008
1549.780000,5.6710E-008
1549.840000,5.8540E-008
1549.900000,5.9210E-008
1549.960000,5.3840E-008
1550.020000,4.8090E-008
1550.080000,4.1110E-008
1550.140000,3.4570E-008
1550.200000,2.9400E-008
1550.260000,2.8480E-008
1550.320000,2.5910E-008
1550.380000,2.9220E-008
1550.440000,3.2380E-008
1550.500000,4.2920E-008
1550.560000,4.9340E-008
1550.620000,5.6010E-008
1550.680000,6.1310E-008
1550.740000,6.4420E-008
1550.800000,6.7720E-008
1550.860000,7.0090E-008
1550.920000,6.2330E-008
1550.980000,5.6700E-008
1551.040000,4.9570E-008
1551.100000,3.8810E-008
1551.160000,3.2800E-008
1551.220000,2.8120E-008
1551.280000,1.9180E-008
1551.340000,1.6160E-008
1551.400000,1.2470E-008
1551.460000,1.3350E-008
1551.520000,1.5920E-008
1551.580000,2.2380E-008
1551.640000,3.3800E-008
1551.700000,4.6340E-008
1551.760000,6.2940E-008
1551.820000,9.2420E-008
1551.880000,1.1500E-007
1551.940000,1.3780E-007
1552.000000,1.6100E-007
1552.060000,1.6710E-007
1552.120000,1.6190E-007
1552.180000,1.5170E-007
1552.240000,1.3530E-007
1552.300000,1.1380E-007
1552.360000,1.0950E-007
1552.420000,1.2310E-007
1552.480000,1.5630E-007
1552.540000,2.2450E-007
1552.600000,3.1310E-007
1552.660000,4.0130E-007
1552.720000,4.8890E-007
1552.780000,5.6110E-007
1552.840000,6.0300E-007
1552.900000,6.0680E-007
1552.960000,5.8590E-007
1553.020000,5.2820E-007
1553.080000,4.3770E-007
1553.140000,3.4830E-007
1553.200000,2.6820E-007
1553.260000,1.9770E-007
1553.320000,1.6940E-007
1553.380000,1.8780E-007
1553.440000,2.6260E-007
1553.500000,3.8150E-007
1553.560000,5.6010E-007
1553.620000,7.7650E-007
1553.680000,1.0060E-006
1553.740000,1.2610E-006
1553.800000,1.5030E-006
1553.860000,1.7190E-006
1553.920000,1.9060E-006
1553.980000,2.0610E-006
1554.040000,2.1350E-006
1554.100000,2.1710E-006
1554.160000,2.1550E-006
1554.220000,2.0820E-006
1554.280000,1.9620E-006
1554.340000,1.8030E-006
1554.400000,1.6050E-006
1554.460000,1.4130E-006
1554.520000,1.2160E-006
1554.580000,1.0090E-006
1554.640000,8.1330E-007
1554.700000,6.3420E-007
1554.760000,4.7110E-007
1554.820000,3.3820E-007
1554.880000,2.3400E-007
1554.940000,1.6560E-007
1555.000000,1.2380E-007
1555.060000,1.0390E-007
1555.120000,1.1060E-007
1555.180000,1.3350E-007
1555.240000,1.7020E-007
1555.300000,2.1420E-007
1555.360000,2.4400E-007
1555.420000,2.5920E-007
1555.480000,2.6160E-007
1555.540000,2.4650E-007
1555.600000,2.2540E-007
1555.660000,2.0000E-007
1555.720000,1.6460E-007
1555.780000,1.3310E-007
1555.840000,1.0230E-007
1555.900000,7.7580E-008
1555.960000,5.8960E-008
1556.020000,4.5960E-008
1556.080000,4.1180E-008
1556.140000,3.9150E-008
1556.200000,4.1900E-008
1556.260000,4.7210E-008
1556.320000,5.0090E-008
1556.380000,5.7570E-008
1556.440000,6.2090E-008
1556.500000,6.1480E-008
1556.560000,5.9190E-008
1556.620000,6.0980E-008
1556.680000,5.3400E-008
1556.740000,4.6800E-008
1556.800000,3.9650E-008
1556.860000,3.2620E-008
1556.920000,2.3760E-008
1556.980000,1.9470E-008
1557.040000,1.5400E-008
1557.100000,1.2140E-008
1557.160000,1.0150E-008
1557.220000,9.2430E-009
1557.280000,8.6220E-009
1557.340000,8.9760E-009
1557.400000,1.1550E-008
1557.460000,1.2810E-008
1557.520000,1.5360E-008
1557.580000,1.8090E-008
1557.640000,1.6620E-008
1557.700000,1.7030E-008
1557.760000,1.6420E-008
1557.820000,1.5550E-008
1557.880000,1.5570E-008
1557.940000,1.4040E-008
1558.000000,1.1580E-008
1558.060000,1.1180E-008
1558.120000,9.7520E-009
1558.180000,7.8860E-009
1558.240000,7.7100E-009
1558.300000,6.3260E-009
1558.360000,7.0550E-009
1558.420000,7.1550E-009
1558.480000,6.9220E-009
1558.540000,8.2520E-009
1558.600000,7.8790E-009
1558.660000,6.7870E-009
1558.720000,7.2730E-009
1558.780000,9.4550E-009
1558.840000,7.7200E-009
1558.900000,8.2700E-009
1558.960000,8.2020E-009
1559.020000,8.0900E-009
1559.080000,8.1440E-009
1559.140000,7.8390E-009
1559.200000,8.1770E-009
1559.260000,7.7660E-009
1559.320000,7.8250E-009
1559.380000,8.2360E-009
1559.440000,8.6520E-009
1559.500000,6.7250E-009
1559.560000,8.6760E-009
1559.620000,7.1150E-009
1559.680000,7.4000E-009
1559.740000,7.7670E-009
1559.800000,7.5590E-009
1559.860000,8.0840E-009
1559.920000,7.2040E-009
1559.980000,6.9460E-009
1560.040000,6.4260E-009
1560.100000,5.8530E-009
1560.160000,6.5310E-009
1560.220000,6.6800E-009
1560.280000,6.0780E-009
1560.340000,6.3720E-009
1560.400000,7.3980E-009
1560.460000,8.5790E-009
1560.520000,7.4580E-009
1560.580000,6.7350E-009
1560.640000,8.3630E-009
1560.700000,7.4850E-009
1560.760000,7.8860E-009
1560.820000,7.2730E-009
1560.880000,9.7070E-009
1560.940000,9.6810E-009
1561.000000,8.9700E-009
1561.060000,8.2330E-009
1561.120000,9.2450E-009
1561.180000,9.4950E-009
1561.240000,9.5240E-009
1561.300000,9.6170E-009
1561.360000,9.7270E-009
1561.420000,8.8550E-009
1561.480000,7.7170E-009
1561.540000,7.7740E-009
1561.600000,7.9730E-009
1561.660000,9.5300E-009
1561.720000,8.2950E-009
1561.780000,9.0380E-009
1561.840000,7.9660E-009
1561.900000,6.1270E-009
1561.960000,6.6950E-009
1562.020000,7.1870E-009
1562.080000,7.0510E-009
1562.140000,8.1160E-009
1562.200000,6.8010E-009
1562.260000,7.8200E-009
1562.320000,8.2360E-009
1562.380000,8.7650E-009
1562.440000,7.2960E-009
1562.500000,8.5500E-009
1562.560000,9.4870E-009
1562.620000,8.3570E-009
1562.680000,7.7140E-009
1562.740000,7.1390E-009
1562.800000,8.6920E-009
1562.860000,8.6600E-009
1562.920000,7.3350E-009
1562.980000,7.6480E-009
1563.040000,7.8690E-009
1563.100000,9.4740E-009
1563.160000,7.6130E-009
1563.220000,7.2030E-009
1563.280000,9.4370E-009
1563.340000,8.5100E-009
1563.400000,9.3790E-009
1563.460000,7.0770E-009
1563.520000,9.1730E-009
1563.580000,8.8240E-009
1563.640000,8.4420E-009
1563.700000,8.1830E-009
1563.760000,9.4400E-009
1563.820000,9.0380E-009
1563.880000,9.0760E-009
1563.940000,9.2090E-009
1564.000000,7.2780E-009
1564.060000,7.9070E-009
1564.120000,8.5260E-009
1564.180000,8.8850E-009
1564.240000,8.8120E-009
1564.300000,9.4990E-009
1564.360000,7.9710E-009
1564.420000,9.6410E-009
1564.480000,7.8840E-009
1564.540000,8.8380E-009
1564.600000,1.0220E-008
1564.660000,1.1120E-008
1564.720000,9.9510E-009
1564.780000,9.8870E-009
1564.840000,9.7490E-009
1564.900000,1.0730E-008
1564.960000,9.5370E-009
1565.020000,1.0050E-008
1565.080000,9.0620E-009
1565.140000,8.7950E-009
1565.200000,1.0940E-008
1565.260000,8.3230E-009
1565.320000,8.6120E-009
1565.380000,1.0280E-008
1565.440000,8.0080E-009
1565.500000,9.3970E-009
1565.560000,8.6790E-009
1565.620000,9.7550E-009
1565.680000,1.0210E-008
1565.740000,8.6370E-009
1565.800000,8.4460E-009
1565.860000,1.0540E-008
1565.920000,8.9990E-009
1565.980000,1.0460E-008
1566.040000,9.7390E-009
1566.100000,8.4220E-009
1566.160000,9.8350E-009
1566.220000,1.0320E-008
1566.280000,9.7600E-009
1566.340000,9.7510E-009
1566.400000,7.6360E-009
1566.460000,8.2990E-009
1566.520000,1.0400E-008
1566.580000,9.2910E-009
1566.640000,9.8790E-009
1566.700000,9.7010E-009
1566.760000,1.0390E-008
1566.820000,1.1190E-008
1566.880000,1.0240E-008
1566.940000,9.7080E-009
1567.000000,1.0840E-008
1567.060000,1.1210E-008
1567.120000,1.1330E-008
1567.180000,1.1140E-008
1567.240000,1.0980E-008
1567.300000,1.0980E-008
1567.360000,1.2220E-008
1567.420000,1.1030E-008
1567.480000,1.1740E-008
1567.540000,1.2790E-008
1567.600000,1.2060E-008
1567.660000,1.1500E-008
1567.720000,1.2820E-008
1567.780000,1.1910E-008
1567.840000,1.1070E-008
1567.900000,1.1920E-008
1567.960000,1.1680E-008
1568.020000,1.1810E-008
1568.080000,1.1800E-008
1568.140000,1.1450E-008
1568.200000,1.1840E-008
1568.260000,1.2310E-008
1568.320000,1.1550E-008
1568.380000,1.1620E-008
1568.440000,1.2720E-008
1568.500000,1.1260E-008
1568.560000,1.1650E-008
1568.620000,1.2070E-008
1568.680000,1.1120E-008
1568.740000,1.3080E-008
1568.800000,1.2560E-008
1568.860000,1.0100E-008
1568.920000,1.0680E-008
1568.980000,1.0300E-008
1569.040000,1.1340E-008
1569.100000,1.0560E-008
1569.160000,1.2350E-008
1569.220000,1.1260E-008
1569.280000,1.1260E-008
1569.340000,9.5240E-009
1569.400000,1.0880E-008
1569.460000,1.1720E-008
1569.520000,1.1590E-008
1569.580000,1.2310E-008
1569.640000,1.0820E-008
1569.700000,1.0910E-008
1569.760000,1.1180E-008
1569.820000,1.1430E-008
1569.880000,1.3880E-008
1569.940000,1.2640E-008
1570.000000,1.2560E-008
