File,BRONO-FBG-9-00_SpanReduzido.csv,
Date/Time,21-12-14/07:12,

Center Wavelength,1555,nm
Span Wavelength,30,nm
Start Wavelength,1540,nm
Stop Wavelength,1570,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.467,nm
VBW,100,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,C
Start,1540,nm
Stop,1570,nm
1540.000000,1.1580E-009
1540.060000,7.1250E-010
1540.120000,7.0100E-010
1540.180000,-2.8470E-010
1540.240000,1.8740E-009
1540.300000,2.2310E-009
1540.360000,1.2490E-009
1540.420000,5.0440E-010
1540.480000,1.0020E-009
1540.540000,2.5790E-010
1540.600000,1.5880E-009
1540.660000,8.8300E-010
1540.720000,3.9220E-010
1540.780000,1.8420E-009
1540.840000,1.1640E-009
1540.900000,1.8160E-009
1540.960000,5.3290E-010
1541.020000,9.3670E-010
1541.080000,-1.6980E-010
1541.140000,1.1690E-009
1541.200000,8.0130E-010
1541.260000,4.0670E-010
1541.320000,6.2410E-010
1541.380000,1.5020E-009
1541.440000,2.6410E-009
1541.500000,1.1750E-009
1541.560000,1.4280E-009
1541.620000,1.7980E-009
1541.680000,2.9660E-010
1541.740000,1.5050E-009
1541.800000,2.5500E-009
1541.860000,3.4550E-010
1541.920000,1.3330E-009
1541.980000,1.9130E-009
1542.040000,1.5250E-009
1542.100000,2.4860E-009
1542.160000,1.8300E-009
1542.220000,1.6150E-009
1542.280000,1.3530E-009
1542.340000,7.9030E-010
1542.400000,1.1560E-009
1542.460000,1.1030E-009
1542.520000,2.4820E-009
1542.580000,1.8710E-009
1542.640000,1.2890E-009
1542.700000,1.6370E-009
1542.760000,1.8030E-009
1542.820000,1.5080E-009
1542.880000,3.4530E-009
1542.940000,1.6010E-009
1543.000000,1.5630E-009
1543.060000,1.5560E-009
1543.120000,7.2380E-010
1543.180000,1.0820E-009
1543.240000,2.1880E-009
1543.300000,1.7670E-009
1543.360000,1.5790E-009
1543.420000,1.5320E-009
1543.480000,7.7600E-010
1543.540000,1.2970E-009
1543.600000,1.9650E-009
1543.660000,1.6050E-009
1543.720000,1.0720E-009
1543.780000,1.7150E-009
1543.840000,1.7780E-009
1543.900000,1.8330E-009
1543.960000,2.2220E-009
1544.020000,2.7080E-009
1544.080000,2.6220E-009
1544.140000,1.5840E-009
1544.200000,2.2110E-009
1544.260000,2.4260E-009
1544.320000,2.7020E-009
1544.380000,1.6550E-009
1544.440000,9.8820E-010
1544.500000,1.4840E-009
1544.560000,2.4400E-009
1544.620000,3.0400E-009
1544.680000,3.4110E-009
1544.740000,4.9910E-010
1544.800000,3.6870E-009
1544.860000,2.3980E-009
1544.920000,1.8660E-009
1544.980000,3.1730E-009
1545.040000,1.0590E-009
1545.100000,2.0490E-009
1545.160000,1.0450E-009
1545.220000,2.1570E-009
1545.280000,2.4970E-009
1545.340000,2.5150E-009
1545.400000,1.1810E-009
1545.460000,2.1440E-009
1545.520000,2.5580E-009
1545.580000,1.5410E-009
1545.640000,2.2260E-009
1545.700000,1.5440E-009
1545.760000,8.9450E-010
1545.820000,1.6390E-009
1545.880000,2.0650E-009
1545.940000,2.4170E-009
1546.000000,9.0610E-010
1546.060000,3.2250E-009
1546.120000,2.5380E-009
1546.180000,1.2790E-009
1546.240000,1.1320E-009
1546.300000,7.5550E-010
1546.360000,2.9750E-009
1546.420000,4.3740E-009
1546.480000,3.9550E-009
1546.540000,2.2460E-009
1546.600000,2.0860E-009
1546.660000,3.2800E-009
1546.720000,4.2700E-009
1546.780000,2.8250E-009
1546.840000,2.3970E-009
1546.900000,2.3460E-009
1546.960000,3.1380E-009
1547.020000,2.7480E-009
1547.080000,2.4190E-009
1547.140000,3.8680E-009
1547.200000,2.7710E-009
1547.260000,2.5280E-009
1547.320000,2.3040E-009
1547.380000,1.9000E-009
1547.440000,2.4200E-009
1547.500000,2.1980E-009
1547.560000,4.3120E-009
1547.620000,3.2300E-009
1547.680000,3.3360E-009
1547.740000,4.0460E-009
1547.800000,4.3900E-009
1547.860000,3.5170E-009
1547.920000,2.8910E-009
1547.980000,3.0250E-009
1548.040000,4.0920E-009
1548.100000,5.3190E-009
1548.160000,4.0970E-009
1548.220000,2.3680E-009
1548.280000,2.9730E-009
1548.340000,3.1060E-009
1548.400000,3.6540E-009
1548.460000,3.8020E-009
1548.520000,5.9290E-009
1548.580000,4.0840E-009
1548.640000,5.1860E-009
1548.700000,5.0920E-009
1548.760000,5.4440E-009
1548.820000,4.1000E-009
1548.880000,5.8780E-009
1548.940000,5.4860E-009
1549.000000,4.8420E-009
1549.060000,4.8890E-009
1549.120000,5.0130E-009
1549.180000,3.9740E-009
1549.240000,5.1830E-009
1549.300000,4.5300E-009
1549.360000,3.2180E-009
1549.420000,2.8620E-009
1549.480000,4.9790E-009
1549.540000,3.6260E-009
1549.600000,3.8580E-009
1549.660000,3.9850E-009
1549.720000,4.0380E-009
1549.780000,7.9750E-009
1549.840000,9.2840E-009
1549.900000,1.0670E-008
1549.960000,1.0740E-008
1550.020000,1.3550E-008
1550.080000,1.2450E-008
1550.140000,1.3980E-008
1550.200000,1.6040E-008
1550.260000,2.3610E-008
1550.320000,2.9740E-008
1550.380000,3.7560E-008
1550.440000,4.5140E-008
1550.500000,5.3450E-008
1550.560000,5.8750E-008
1550.620000,6.4610E-008
1550.680000,6.4990E-008
1550.740000,6.0620E-008
1550.800000,5.3910E-008
1550.860000,4.6330E-008
1550.920000,3.7430E-008
1550.980000,3.3540E-008
1551.040000,3.0520E-008
1551.100000,2.7740E-008
1551.160000,3.1240E-008
1551.220000,3.6550E-008
1551.280000,4.4120E-008
1551.340000,5.0640E-008
1551.400000,5.8820E-008
1551.460000,6.7440E-008
1551.520000,7.0540E-008
1551.580000,6.9340E-008
1551.640000,7.2170E-008
1551.700000,6.7270E-008
1551.760000,6.4150E-008
1551.820000,5.5210E-008
1551.880000,4.7630E-008
1551.940000,3.7650E-008
1552.000000,2.7540E-008
1552.060000,2.3730E-008
1552.120000,1.7800E-008
1552.180000,1.3420E-008
1552.240000,1.3390E-008
1552.300000,1.6840E-008
1552.360000,2.1860E-008
1552.420000,3.5290E-008
1552.480000,4.9260E-008
1552.540000,6.4090E-008
1552.600000,9.1140E-008
1552.660000,1.2060E-007
1552.720000,1.4150E-007
1552.780000,1.7120E-007
1552.840000,1.8190E-007
1552.900000,1.7600E-007
1552.960000,1.6660E-007
1553.020000,1.4740E-007
1553.080000,1.2680E-007
1553.140000,1.1830E-007
1553.200000,1.2480E-007
1553.260000,1.5710E-007
1553.320000,2.1900E-007
1553.380000,3.0530E-007
1553.440000,4.0690E-007
1553.500000,4.9690E-007
1553.560000,5.7720E-007
1553.620000,6.3840E-007
1553.680000,6.5220E-007
1553.740000,6.3400E-007
1553.800000,5.8530E-007
1553.860000,4.9780E-007
1553.920000,3.9770E-007
1553.980000,3.0520E-007
1554.040000,2.2790E-007
1554.100000,1.8440E-007
1554.160000,1.9070E-007
1554.220000,2.5560E-007
1554.280000,3.6570E-007
1554.340000,5.3750E-007
1554.400000,7.5880E-007
1554.460000,1.0010E-006
1554.520000,1.2680E-006
1554.580000,1.5280E-006
1554.640000,1.7680E-006
1554.700000,1.9900E-006
1554.760000,2.1560E-006
1554.820000,2.2600E-006
1554.880000,2.3110E-006
1554.940000,2.3020E-006
1555.000000,2.2490E-006
1555.060000,2.1320E-006
1555.120000,1.9650E-006
1555.180000,1.7780E-006
1555.240000,1.5680E-006
1555.300000,1.3440E-006
1555.360000,1.1380E-006
1555.420000,9.3030E-007
1555.480000,7.2800E-007
1555.540000,5.4930E-007
1555.600000,4.0070E-007
1555.660000,2.7970E-007
1555.720000,1.9360E-007
1555.780000,1.3700E-007
1555.840000,1.1490E-007
1555.900000,1.1500E-007
1555.960000,1.3340E-007
1556.020000,1.6860E-007
1556.080000,2.1190E-007
1556.140000,2.5010E-007
1556.200000,2.7120E-007
1556.260000,2.7620E-007
1556.320000,2.6910E-007
1556.380000,2.5210E-007
1556.440000,2.1940E-007
1556.500000,1.8340E-007
1556.560000,1.5080E-007
1556.620000,1.1690E-007
1556.680000,8.6870E-008
1556.740000,6.4470E-008
1556.800000,4.9500E-008
1556.860000,4.2970E-008
1556.920000,4.2890E-008
1556.980000,4.1730E-008
1557.040000,4.6940E-008
1557.100000,5.1870E-008
1557.160000,5.9650E-008
1557.220000,6.3890E-008
1557.280000,6.4730E-008
1557.340000,6.6360E-008
1557.400000,6.1540E-008
1557.460000,5.9490E-008
1557.520000,5.2740E-008
1557.580000,4.3580E-008
1557.640000,3.4980E-008
1557.700000,2.7950E-008
1557.760000,2.0990E-008
1557.820000,1.9620E-008
1557.880000,1.3010E-008
1557.940000,1.0760E-008
1558.000000,9.9410E-009
1558.060000,9.1560E-009
1558.120000,1.0170E-008
1558.180000,1.2090E-008
1558.240000,1.4250E-008
1558.300000,1.5460E-008
1558.360000,1.4920E-008
1558.420000,1.7430E-008
1558.480000,1.7960E-008
1558.540000,1.7450E-008
1558.600000,1.6580E-008
1558.660000,1.4820E-008
1558.720000,1.5180E-008
1558.780000,1.2400E-008
1558.840000,1.2050E-008
1558.900000,1.0490E-008
1558.960000,1.0440E-008
1559.020000,8.2710E-009
1559.080000,8.0810E-009
1559.140000,7.0860E-009
1559.200000,7.0350E-009
1559.260000,6.4030E-009
1559.320000,7.3870E-009
1559.380000,8.0410E-009
1559.440000,7.3120E-009
1559.500000,8.2250E-009
1559.560000,7.8380E-009
1559.620000,7.9580E-009
1559.680000,8.8120E-009
1559.740000,9.2600E-009
1559.800000,8.6670E-009
1559.860000,8.7510E-009
1559.920000,9.5520E-009
1559.980000,8.6050E-009
1560.040000,7.0720E-009
1560.100000,7.7690E-009
1560.160000,7.7640E-009
1560.220000,7.1500E-009
1560.280000,8.7790E-009
1560.340000,8.1860E-009
1560.400000,7.6930E-009
1560.460000,7.4980E-009
1560.520000,8.2150E-009
1560.580000,9.1940E-009
1560.640000,8.2490E-009
1560.700000,9.8520E-009
1560.760000,8.9900E-009
1560.820000,8.4780E-009
1560.880000,7.1510E-009
1560.940000,6.6280E-009
1561.000000,7.3380E-009
1561.060000,7.4110E-009
1561.120000,7.8000E-009
1561.180000,8.2850E-009
1561.240000,6.4710E-009
1561.300000,8.3530E-009
1561.360000,7.5350E-009
1561.420000,7.4430E-009
1561.480000,8.1040E-009
1561.540000,8.8820E-009
1561.600000,8.5300E-009
1561.660000,9.4410E-009
1561.720000,1.0720E-008
1561.780000,9.0290E-009
1561.840000,9.5260E-009
1561.900000,1.0070E-008
1561.960000,8.8100E-009
1562.020000,9.9410E-009
1562.080000,9.3620E-009
1562.140000,9.7850E-009
1562.200000,8.5480E-009
1562.260000,9.6930E-009
1562.320000,8.5890E-009
1562.380000,8.5690E-009
1562.440000,7.4920E-009
1562.500000,7.5710E-009
1562.560000,7.6940E-009
1562.620000,9.7180E-009
1562.680000,9.1590E-009
1562.740000,7.1200E-009
1562.800000,7.9970E-009
1562.860000,8.0880E-009
1562.920000,8.3030E-009
1562.980000,7.9230E-009
1563.040000,9.0000E-009
1563.100000,7.5690E-009
1563.160000,7.7910E-009
1563.220000,7.1450E-009
1563.280000,7.4160E-009
1563.340000,8.3400E-009
1563.400000,9.6200E-009
1563.460000,9.5220E-009
1563.520000,8.2580E-009
1563.580000,9.4870E-009
1563.640000,9.4620E-009
1563.700000,7.0800E-009
1563.760000,9.6740E-009
1563.820000,7.9960E-009
1563.880000,8.9790E-009
1563.940000,9.2190E-009
1564.000000,9.8040E-009
1564.060000,8.0410E-009
1564.120000,1.0050E-008
1564.180000,9.0000E-009
1564.240000,8.8010E-009
1564.300000,8.1370E-009
1564.360000,9.9400E-009
1564.420000,8.9640E-009
1564.480000,1.0630E-008
1564.540000,1.0630E-008
1564.600000,8.1740E-009
1564.660000,8.9220E-009
1564.720000,1.0100E-008
1564.780000,9.1960E-009
1564.840000,9.3250E-009
1564.900000,9.5570E-009
1564.960000,8.9820E-009
1565.020000,9.3150E-009
1565.080000,8.7430E-009
1565.140000,9.7430E-009
1565.200000,8.3830E-009
1565.260000,9.4380E-009
1565.320000,9.8320E-009
1565.380000,9.1020E-009
1565.440000,8.3660E-009
1565.500000,9.5280E-009
1565.560000,8.3880E-009
1565.620000,9.4750E-009
1565.680000,9.5580E-009
1565.740000,1.0420E-008
1565.800000,9.1500E-009
1565.860000,1.0290E-008
1565.920000,1.0990E-008
1565.980000,1.0280E-008
1566.040000,1.1140E-008
1566.100000,9.4000E-009
1566.160000,1.0150E-008
1566.220000,1.0140E-008
1566.280000,9.9390E-009
1566.340000,8.7110E-009
1566.400000,1.0840E-008
1566.460000,7.9520E-009
1566.520000,9.5040E-009
1566.580000,1.0790E-008
1566.640000,8.9380E-009
1566.700000,1.0310E-008
1566.760000,9.3870E-009
1566.820000,1.1270E-008
1566.880000,1.0100E-008
1566.940000,1.0180E-008
1567.000000,1.0220E-008
1567.060000,1.2290E-008
1567.120000,1.0090E-008
1567.180000,1.1250E-008
1567.240000,1.1420E-008
1567.300000,9.6680E-009
1567.360000,1.2890E-008
1567.420000,1.1320E-008
1567.480000,1.2180E-008
1567.540000,9.9350E-009
1567.600000,1.1330E-008
1567.660000,1.0320E-008
1567.720000,1.2600E-008
1567.780000,1.1790E-008
1567.840000,1.1590E-008
1567.900000,1.2800E-008
1567.960000,1.1380E-008
1568.020000,1.1860E-008
1568.080000,1.0910E-008
1568.140000,1.0720E-008
1568.200000,1.2630E-008
1568.260000,1.1790E-008
1568.320000,1.1060E-008
1568.380000,1.0960E-008
1568.440000,1.2770E-008
1568.500000,1.1600E-008
1568.560000,1.1430E-008
1568.620000,1.1480E-008
1568.680000,1.2700E-008
1568.740000,1.1030E-008
1568.800000,1.1610E-008
1568.860000,1.2640E-008
1568.920000,1.2240E-008
1568.980000,1.1790E-008
1569.040000,1.1880E-008
1569.100000,1.1970E-008
1569.160000,1.2250E-008
1569.220000,1.0560E-008
1569.280000,1.1840E-008
1569.340000,1.0030E-008
1569.400000,1.2630E-008
1569.460000,1.0980E-008
1569.520000,1.1030E-008
1569.580000,1.2340E-008
1569.640000,1.1160E-008
1569.700000,1.1530E-008
1569.760000,1.1840E-008
1569.820000,1.1490E-008
1569.880000,1.2980E-008
1569.940000,1.2020E-008
1570.000000,1.3160E-008
